ID,VendorID,Vendor,AccountCode,AccountDescription,DocNo,Amount,Date,Source
24185,10021299,CREATIVE GIANT,533000,Printing,5107756283,340.33,2013-01-09,558-2012-13-P11-250
24186,10021380,CARDSWORLD LIMITED,533010,Stationery,5107764651,733.20,2013-01-09,429-2012-13-P11-250
24187,15050001,HINDWOODS CHARTERED SURVEYORS,510012,Valuation Fees,1900000460,2423.00,2013-01-09,674-2012-13-P11-250
24188,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107755407,1005.00,2013-01-09,342-2012-13-P11-250
24189,10018793,FOOTBALL FOUNDATION,544075,Grants to External Organisations,5107767140,15884.00,2013-01-09,98-2012-13-P11-250
24190,10021299,CREATIVE GIANT,533000,Printing,5107756283,1165.00,2013-01-09,308-2012-13-P11-250
24191,10016694,BOW TIE,540100,Photography & Video,5107763919,23629.92,2013-01-09,87-2012-13-P11-250
24192,10016707,BURGES SALMON LLP,542300,Legal Fees,5107762114,8851.00,2013-01-09,647-2012-13-P11-250
24193,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107759944,1699.50,2013-01-09,254-2012-13-P11-250
24194,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107735740,579.20,2013-01-09,487-2012-13-P11-250
24195,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762088,399.60,2013-01-09,534-2012-13-P11-250
24196,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762060,399.60,2013-01-09,533-2012-13-P11-250
24197,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107753528,1280.99,2013-01-09,293-2012-13-P11-250
24198,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107761043,633.50,2013-01-09,467-2012-13-P11-250
24199,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107753531,647.08,2013-01-09,465-2012-13-P11-250
24200,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107767524,399.60,2013-01-09,535-2012-13-P11-250
24201,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107736583,651.60,2013-01-09,458-2012-13-P11-250
24202,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107761046,669.70,2013-01-09,450-2012-13-P11-250
24203,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107755439,678.75,2013-01-09,447-2012-13-P11-250
24204,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000509,1000.00,2013-01-09,702-2012-13-P11-250
24205,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762068,-1944.00,2013-01-09,593-2012-13-P11-250
24206,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107755437,724.00,2013-01-09,434-2012-13-P11-250
24207,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107753526,726.08,2013-01-09,431-2012-13-P11-250
24208,10020818,LIVETOURISM,542355,Other Professional Fees,5107767231,8812.50,2013-01-09,134-2012-13-P11-250
24209,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107757241,1845.45,2013-01-09,241-2012-13-P11-250
24210,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107761994,452.32,2013-01-09,512-2012-13-P11-250
24211,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107755440,744.80,2013-01-09,420-2012-13-P11-250
24212,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107753529,799.20,2013-01-09,399-2012-13-P11-250
24213,15500400,LONDON BOROUGH OF SOUTHWARK,544075,Grants to External Organisations,5107767352,11366.88,2013-01-09,116-2012-13-P11-250
24214,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107761979,399.60,2013-01-09,532-2012-13-P11-250
24215,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107755434,907.28,2013-01-09,377-2012-13-P11-250
24216,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762065,345.60,2013-01-09,555-2012-13-P11-250
24217,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107762068,2343.60,2013-01-09,224-2012-13-P11-250
24218,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107753522,342.21,2013-01-09,556-2012-13-P11-250
24219,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107739672,1107.35,2013-01-09,318-2012-13-P11-250
24220,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107741932,1107.35,2013-01-09,319-2012-13-P11-250
24221,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107747274,1062.20,2013-01-09,334-2012-13-P11-250
24222,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107713272,1062.20,2013-01-09,333-2012-13-P11-250
24223,10005992,LONDON BOROUGH OF GREENWICH,544075,Grants to External Organisations,5107758073,1350000.00,2013-01-09,22-2012-13-P11-250
24224,10017752,BADENOCH & CLARK LTD,502000,Agency Staff,5107755971,1211.35,2013-01-09,297-2012-13-P11-250
24225,10007848,SOUTH LONDON AND MAUDSLEY NHS TRUST,504300,Staff Relocation,5107755780,13155.00,2013-01-09,108-2012-13-P11-250
24226,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756960,500.00,2013-01-09,505-2012-13-P11-250
24227,15050001,ROAR MUSIC LTD,540700,Public Affairs & Media Relations,1900016674,3270.00,2013-01-09,195-2012-13-P11-250
24228,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756934,1228.42,2013-01-09,294-2012-13-P11-250
24229,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756957,500.00,2013-01-09,504-2012-13-P11-250
24230,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756892,1100.00,2013-01-09,320-2012-13-P11-250
24231,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756950,1116.98,2013-01-09,313-2012-13-P11-250
24232,10010427,RICS BUSINESS SERVICES LTD,533101,Data Purchase,5107767527,1219.00,2013-01-09,296-2012-13-P11-250
24233,10019924,YOUTHFORCE LTD,544075,Grants to External Organisations,5107764734,1200.00,2013-01-09,303-2012-13-P11-250
24234,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756896,1100.00,2013-01-09,324-2012-13-P11-250
24235,10017458,TRANSPORT TRADING LTD,520410,Business Fares,5107753519,77423.50,2013-01-09,51-2012-13-P11-250
24236,10009048,OFFICE FOR NATIONAL STATISTICS,544075,Grants to External Organisations,5107756260,78555.77,2013-01-09,48-2012-13-P11-250
24237,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107765260,96851.92,2013-01-09,45-2012-13-P11-250
24238,10007096,R B KINGSTON UPON THAMES,544075,Grants to External Organisations,5107760241,200000.00,2013-01-09,37-2012-13-P11-250
24239,18000024,METROPOLITAN HOUSING TRUST LIMITED,544076,HSG Grants to Registered Providers,1900000508,1000.00,2013-01-09,688-2012-13-P11-250
24240,10021585,WOMENS RESOURCE CENTRE,544075,Grants to External Organisations,5107707077,8193.75,2013-01-09,138-2012-13-P11-250
24241,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756903,717.15,2013-01-09,435-2012-13-P11-250
24242,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107756942,875.00,2013-01-09,385-2012-13-P11-250
24243,10016637,AGRIPA SOLUTIONS LTD,540510,Publications & Publicity Material,5107748060,18550.00,2013-01-10,92-2012-13-P11-250
24244,18000040,CATALYST HOUSING GROUP LTD,544076,HSG Grants to Registered Providers,1900016809,829922.00,2013-01-10,25-2012-13-P11-250
24245,18000077,BARRATT DEVELOPMENTS PLC,544078,HSG Grants to Non-Registered Providers,1900000514,25000.00,2013-01-10,610-2012-13-P11-250
24246,10007464,CROWN WORLDWIDE LTD,533040,Document Archive & Storage,5107767322,1816.52,2013-01-10,245-2012-13-P11-250
24247,10017470,COMPUTACENTER,536200,Computer Software,5107762591,414.75,2013-01-10,524-2012-13-P11-250
24248,10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107751460,445.64,2013-01-10,519-2012-13-P11-250
24249,10004913,CROWN RECORDS MANAGEMENT LIMITED,533040,Document Archive & Storage,5107764205,904.25,2013-01-10,379-2012-13-P11-250
24250,10017470,COMPUTACENTER,536200,Computer Software,5107756534,2483.87,2013-01-10,218-2012-13-P11-250
24251,14000476,ADECCO UK LTD,502000,Agency Staff,5107760775,1351.06,2013-01-10,284-2012-13-P11-250
24252,10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107768043,4863.13,2013-01-10,177-2012-13-P11-250
24253,10022630,FREEDOM'S ARK,537100,External Meeting Room Hire & Expenses,5107768167,270.00,2013-01-10,577-2012-13-P11-250
24254,10022390,THE AWARD SCHEME LTD,542355,Other Professional Fees,5107768078,2200.00,2013-01-10,228-2012-13-P11-250
24255,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107753533,398.20,2013-01-10,539-2012-13-P11-250
24256,10017663,TNT POST,540200,Marketing Design & Artwork,5107632343,2365.14,2013-01-10,223-2012-13-P11-250
24257,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107735766,1107.35,2013-01-10,317-2012-13-P11-250
24258,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107727286,1107.35,2013-01-10,316-2012-13-P11-250
24259,10020692,THE LONDON DESIGN FESTIVAL LTD,544075,Grants to External Organisations,5107768120,31250.00,2013-01-10,78-2012-13-P11-250
24260,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107721361,1107.35,2013-01-10,315-2012-13-P11-250
24261,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107753453,1007.15,2013-01-10,339-2012-13-P11-250
24262,10021762,DOVETAIL FOKS,520410,Business Fares,5107760285,369.15,2013-01-10,549-2012-13-P11-250
24263,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000513,1000.00,2013-01-10,703-2012-13-P11-250
24264,10003002,OPP LIMITED,504200,Staff Training,5107767485,2531.99,2013-01-10,216-2012-13-P11-250
24265,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107732240,500.00,2013-01-10,502-2012-13-P11-250
24266,10017245,OCS CATERING,540110,Marketing Exhibitions & Events,5107760587,3116.45,2013-01-10,199-2012-13-P11-250
24267,10021762,DOVETAIL FOKS,520410,Business Fares,5107760282,562.62,2013-01-10,489-2012-13-P11-250
24268,10017158,VAN VYNCK ENVIRONMENTAL SERVICES,510630,Health & Safety Pest Control,5107764219,3480.00,2013-01-10,193-2012-13-P11-250
24269,10021990,URBAN SPACE MANAGEMENT LTD,504200,Staff Training,5107765259,400.00,2013-01-10,530-2012-13-P11-250
24270,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107764631,500.00,2013-01-10,506-2012-13-P11-250
24271,10011713,WORKPLACE LAW GROUP LTD,504200,Staff Training,5107765299,1599.00,2013-01-10,269-2012-13-P11-250
24272,14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107767843,600.60,2013-01-10,478-2012-13-P11-250
24273,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107735543,588.25,2013-01-10,485-2012-13-P11-250
24274,10003248,POSTURITE (UK)  LTD,504500,Staff Welfare Benefits,5107751777,730.30,2013-01-10,430-2012-13-P11-250
24275,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107719084,696.85,2013-01-10,445-2012-13-P11-250
24276,10017470,COMPUTACENTER,536300,Computer Hardware,5107704676,1200.00,2013-01-11,302-2012-13-P11-250
24277,10013803,BUREAU VERITAS UK LTD,542000,Management & Support Consultancy,5107745885,9680.00,2013-01-11,131-2012-13-P11-250
24278,10021760,ASHFORDS LLP,542000,Management & Support Consultancy,5107725248,8499.00,2013-01-11,648-2012-13-P11-250
24279,15050001,RICHARD WILSON,542500,Miscellaneous Costs,1900016815,1000.00,2013-01-11,360-2012-13-P11-250
24280,15050001,MARCUS COATES,542500,Miscellaneous Costs,1900016816,1000.00,2013-01-11,361-2012-13-P11-250
24281,15050001,DAVID SHRIGLEY,542500,Miscellaneous Costs,1900016720,1000.00,2013-01-11,351-2012-13-P11-250
24282,10003560,EVERSHEDS,542420,Claim Settlements,1900016805,696000.94,2013-01-11,26-2012-13-P11-250
24283,10017260,OSBORNE RICHARDSON,502000,Agency Staff,5107720657,1189.80,2013-01-11,305-2012-13-P11-250
24284,10007641,HERBERT SMITH LLP,542300,Legal Fees,5107768429,-375.10,2013-01-11,738-2012-13-P11-250
24285,13002088,MITIE TFM LTD (GLA),510000,Building Maintenance & Repairs,5107758246,12124.44,2013-01-11,114-2012-13-P11-250
24286,10017260,OSBORNE RICHARDSON,502000,Agency Staff,5107720661,862.50,2013-01-11,392-2012-13-P11-250
24287,10006450,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107768458,60000.00,2013-01-11,57-2012-13-P11-250
24288,10017260,OSBORNE RICHARDSON,502000,Agency Staff,5107768632,1072.50,2013-01-11,328-2012-13-P11-250
24289,10022328,GREENHATCH GROUP LIMITED,542355,Other Professional Fees,5107755918,895.00,2013-01-11,722-2012-13-P11-250
24290,10003560,EVERSHEDS,542420,Claim Settlements,1900016806,1439353.60,2013-01-11,21-2012-13-P11-250
24291,15050001,DESMOND HUGHES,542500,Miscellaneous Costs,1900016812,1000.00,2013-01-11,357-2012-13-P11-250
24292,10003560,EVERSHEDS,542420,Claim Settlements,1900016804,106200.00,2013-01-11,44-2012-13-P11-250
24293,14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5107767912,32286.21,2013-01-11,76-2012-13-P11-250
24294,10007641,HERBERT SMITH LLP,542300,Legal Fees,5107768425,21714.90,2013-01-11,618-2012-13-P11-250
24295,10022437,FUNEVEN LTD,510050,Property Service Charges,5107762526,6320.64,2013-01-11,655-2012-13-P11-250
24296,10017020,GBC,504200,Staff Training,5107756616,1875.00,2013-01-11,240-2012-13-P11-250
24297,14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5107767914,603.72,2013-01-11,477-2012-13-P11-250
24298,15050001,DO HO SUH,542500,Miscellaneous Costs,1900016813,1000.00,2013-01-11,358-2012-13-P11-250
24299,10017260,OSBORNE RICHARDSON,502000,Agency Staff,5107720658,1020.00,2013-01-11,336-2012-13-P11-250
24300,15500129,LONDON BOROUGH OF MERTON,535300,Postage,5107768710,278.27,2013-01-11,571-2012-13-P11-250
24301,10003560,EVERSHEDS,542420,Claim Settlements,1900016807,71144.00,2013-01-11,54-2012-13-P11-250
24302,10017260,OSBORNE RICHARDSON,502000,Agency Staff,5107768629,1204.80,2013-01-11,298-2012-13-P11-250
24303,10020818,LIVETOURISM,542355,Other Professional Fees,5107768487,17625.00,2013-01-11,94-2012-13-P11-250
24304,10015669,JW CREATIVE DESIGN LIMITED,540200,Marketing Design & Artwork,5107755234,2406.60,2013-01-11,220-2012-13-P11-250
24305,10007641,HERBERT SMITH LLP,542300,Legal Fees,5107768429,7393.00,2013-01-11,649-2012-13-P11-250
24306,15050001,MATTHEW DARBYSHIRE,542500,Miscellaneous Costs,1900016814,1000.00,2013-01-11,359-2012-13-P11-250
24307,10004788,TRADE WINDS,533000,Printing,5107752000,1707.00,2013-01-11,252-2012-13-P11-250
24308,10006303,SWETS INFORMATION SERVICES,543000,Corporate Subscriptions,5107630559,279.94,2013-01-11,570-2012-13-P11-250
24309,10002565,THOMAS TELFORD LTD,504200,Staff Training,5107736991,1728.00,2013-01-11,251-2012-13-P11-250
24310,10019329,T-THREE,504200,Staff Training,5107768452,400.00,2013-01-11,529-2012-13-P11-250
24311,10002565,THOMAS TELFORD LTD,504200,Staff Training,5107736990,408.80,2013-01-11,526-2012-13-P11-250
24312,10002565,THOMAS TELFORD LTD,504200,Staff Training,5107736988,-3069.12,2013-01-11,594-2012-13-P11-250
24313,10002565,THOMAS TELFORD LTD,504200,Staff Training,5107736988,3085.92,2013-01-11,200-2012-13-P11-250
24314,10008030,LONDON BOROUGH OF TOWER HAMLETS,540200,Marketing Design & Artwork,5107751683,714.50,2013-01-11,437-2012-13-P11-250
24315,18000073,GEORGE WIMPEY MAJOR PROJECTS,544078,HSG Grants to Non-Registered Providers,1900000518,25000.00,2013-01-14,609-2012-13-P11-250
24316,10016709,BYWATERS (LEYTON) LIMITED,510710,Non Recyclable Waste Disposal/Refuse Collection,5107769112,277.98,2013-01-14,572-2012-13-P11-250
24317,18000073,GEORGE WIMPEY MAJOR PROJECTS,544078,HSG Grants to Non-Registered Providers,1900000517,19250.00,2013-01-14,624-2012-13-P11-250
24318,10022119,GET SCHEDULED LTD,542355,Other Professional Fees,5107769390,6400.00,2013-01-14,158-2012-13-P11-250
24319,10021256,HALSA CONSULTING LIMITED,542000,Management & Support Consultancy,5107769401,3138.30,2013-01-14,198-2012-13-P11-250
24320,10018774,CENTRE FOR ECON & SOCIAL INCLUSION,542050,Research & Study Fees,5107769465,10763.33,2013-01-14,119-2012-13-P11-250
24321,14000521,HUNTRESS SEARCH LTD,502000,Agency Staff,5107763991,1962.10,2013-01-14,237-2012-13-P11-250
24322,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107741795,754.80,2013-01-14,416-2012-13-P11-250
24323,10000785,HUNTRESS SEARCH LTD,502000,Agency Staff,5107739711,754.80,2013-01-14,415-2012-13-P11-250
24324,10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5107769462,10000.00,2013-01-14,128-2012-13-P11-250
24325,10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5107769459,10000.00,2013-01-14,127-2012-13-P11-250
24326,10016982,KOIS MIAH,540100,Photography & Video,5107757254,450.00,2013-01-14,516-2012-13-P11-250
24327,10006080,LONDON BOROUGH OF HAVERING,544075,Grants to External Organisations,5107769085,4378650.00,2013-01-14,9-2012-13-P11-250
24328,15050001,MARK LECKEY,542500,Miscellaneous Costs,1900016721,1000.00,2013-01-14,352-2012-13-P11-250
24329,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000516,1000.00,2013-01-14,705-2012-13-P11-250
24330,15050001,LILIANE LIJN,542500,Miscellaneous Costs,1900016719,1000.00,2013-01-14,350-2012-13-P11-250
24331,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000515,1000.00,2013-01-14,704-2012-13-P11-250
24332,10021790,LONDON AND QUADRANT HOUSING TRUST,542355,Other Professional Fees,5107756850,137899.35,2013-01-14,40-2012-13-P11-250
24333,10004830,DTZ,510010,Property Management Fees,5107769029,1650.00,2013-01-14,680-2012-13-P11-250
24334,10022683,RSPH,544075,Grants to External Organisations,5107761976,7080.00,2013-01-14,149-2012-13-P11-250
24335,10022563,OWEN BOOTH,540200,Marketing Design & Artwork,5107746273,1000.00,2013-01-14,345-2012-13-P11-250
24336,14000545,MATCHTECH GROUP PLC,502000,Agency Staff,5107732252,500.00,2013-01-14,503-2012-13-P11-250
24337,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107757255,1007.14,2013-01-14,340-2012-13-P11-250
24338,10021148,SKYWAY CHARITY,544075,Grants to External Organisations,5107703308,10199.50,2013-01-14,123-2012-13-P11-250
24339,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107757046,1062.75,2013-01-14,330-2012-13-P11-250
24340,15050001,MARTIN CREED,542500,Miscellaneous Costs,1900016717,1000.00,2013-01-14,348-2012-13-P11-250
24341,15050001,SIMON PERITON (AND ALAN KANE),542500,Miscellaneous Costs,1900016718,1000.00,2013-01-14,349-2012-13-P11-250
24342,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107757043,1062.75,2013-01-14,329-2012-13-P11-250
24343,10016835,ENTERPRISE PLANTS LTD,510000,Building Maintenance & Repairs,5107740750,549.25,2013-01-14,492-2012-13-P11-250
24344,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107753405,11288.00,2013-01-14,644-2012-13-P11-250
24345,10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107768423,277.78,2013-01-14,573-2012-13-P11-250
24346,10017172,WILLIS,533100,Publications & Periodicals,5107768109,1285.90,2013-01-14,292-2012-13-P11-250
24347,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107753405,10290.00,2013-01-14,645-2012-13-P11-250
24348,10016524,TRANSPORT FOR LONDON,542320,Shared Services Fees,5107753521,323954.10,2013-01-14,33-2012-13-P11-250
24349,14001094,STEP AHEAD,502000,Agency Staff,5107755246,648.61,2013-01-14,464-2012-13-P11-250
24350,10022242,ATTITUDE IS EVERYTHING LTD,540600,Marketing & Economic Research,5107745014,4500.00,2013-01-15,180-2012-13-P11-250
24351,10000044,CITY OF LONDON,544075,Grants to External Organisations,5107710127,57149.22,2013-01-15,61-2012-13-P11-250
24352,10021268,BADMINTON ENGLAND,544075,Grants to External Organisations,5107493238,-411.80,2013-01-15,585-2012-13-P11-250
24353,14000685,CUK SECURITY SERVICES,510025,Security Services (Guards),5107772160,882.06,2013-01-15,384-2012-13-P11-250
24354,10019713,BLOSSOMS HEALTHCARE LLP,504400,Staff Medical Insurance & Treatment,5107769940,2560.00,2013-01-15,215-2012-13-P11-250
24355,10021743,CORPORATE LAND & BUILDINGS LTD,502020,Consultants (Contractors),5107764170,9900.00,2013-01-15,129-2012-13-P11-250
24356,10010003,ICON DISPLAY LIMITED,540050,Marketing Services,5107767108,5222.22,2013-01-15,168-2012-13-P11-250
24357,14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107769360,600.60,2013-01-15,479-2012-13-P11-250
24358,12000241,DST OUTPUT (LONDON) LTD,533000,Printing,5107755903,650.00,2013-01-15,463-2012-13-P11-250
24359,18000045,LONDON AND QUADRANT HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000521,1000.00,2013-01-15,706-2012-13-P11-250
24360,10013687,LANDOLT AND BROWN LIMITED,542002,Consultancy-Project Management,5107760877,5000.00,2013-01-15,171-2012-13-P11-250
24361,12001472,INNOVISION EVENTS LTD,540050,Marketing Services,5107720982,108377.94,2013-01-15,43-2012-13-P11-250
24362,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107757101,1062.75,2013-01-15,331-2012-13-P11-250
24363,15500355,LONDON BOROUGH OF LAMBETH,544075,Grants to External Organisations,5107769857,8184.95,2013-01-15,139-2012-13-P11-250
24364,10022715,JEWISH LEADERSHIP COUNCIL,544075,Grants to External Organisations,5107769818,4000.00,2013-01-15,190-2012-13-P11-250
24365,18000010,NOTTING HILL HOUSING TRUST,544076,HSG Grants to Registered Providers,1900000520,17500.00,2013-01-15,628-2012-13-P11-250
24366,14001120,MICHAEL PAGE INTERNATIONAL RECRUITM,502000,Agency Staff,5107758248,1143.91,2013-01-15,309-2012-13-P11-250
24367,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772055,451.00,2013-01-15,514-2012-13-P11-250
24368,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107760800,6150.00,2013-01-15,656-2012-13-P11-250
24369,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772059,1492.00,2013-01-15,278-2012-13-P11-250
24370,10017653,SOUTHWARK CATH,540110,Marketing Exhibitions & Events,5107762125,3229.00,2013-01-15,197-2012-13-P11-250
24371,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772094,700.00,2013-01-15,442-2012-13-P11-250
24372,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772080,4081.00,2013-01-15,187-2012-13-P11-250
24373,10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107762246,366.18,2013-01-15,550-2012-13-P11-250
24374,10001984,TURNER & TOWNSEND PROJECT MAGAG,542000,Management & Support Consultancy,5107760800,11445.00,2013-01-15,643-2012-13-P11-250
24375,10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107762104,293.20,2013-01-15,567-2012-13-P11-250
24376,10006303,SWETS INFORMATION SERVICES,533100,Publications & Periodicals,5107761970,406.98,2013-01-15,527-2012-13-P11-250
24377,10004788,TRADE WINDS,540510,Publications & Publicity Material,5107772096,1189.00,2013-01-15,306-2012-13-P11-250
24378,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772410,1340.00,2013-01-16,285-2012-13-P11-250
24379,15050001,AI WEI WEI,542500,Miscellaneous Costs,1900016817,1000.00,2013-01-16,362-2012-13-P11-250
24380,10017470,COMPUTACENTER,535260,Purchase of Telecommunications Equipment,5107762925,540.82,2013-01-16,494-2012-13-P11-250
24381,10003560,EVERSHEDS,542300,Legal Fees,5107762888,1000.00,2013-01-16,687-2012-13-P11-250
24382,14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107769377,600.60,2013-01-16,480-2012-13-P11-250
24383,10018146,EC HARRIS LLP,510000,Building Maintenance & Repairs,5107760461,1808.37,2013-01-16,246-2012-13-P11-250
24384,10014663,CAMDEN PCT,544075,Grants to External Organisations,5107765334,56112.89,2013-01-16,62-2012-13-P11-250
24385,10022157,EMBANKMENT CONSULTING,542002,Consultancy-Project Management,5107771261,2453.30,2013-01-16,219-2012-13-P11-250
24386,12000241,DST OUTPUT (LONDON) LTD,540510,Publications & Publicity Material,5107762668,2520.00,2013-01-16,217-2012-13-P11-250
24387,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772312,2680.00,2013-01-16,213-2012-13-P11-250
24388,14000368,HAVAS PEOPLE LIMITED,504000,Recruitment Advertising,5107767841,441.44,2013-01-16,520-2012-13-P11-250
24389,12002582,EC HARRIS LLP,510000,Building Maintenance & Repairs,5107756862,4801.00,2013-01-16,178-2012-13-P11-250
24390,12002582,EC HARRIS LLP,510000,Building Maintenance & Repairs,5107760464,1675.60,2013-01-16,255-2012-13-P11-250
24391,10017470,COMPUTACENTER,536300,Computer Hardware,5107762909,6000.00,2013-01-16,161-2012-13-P11-250
24392,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772422,6197.50,2013-01-16,160-2012-13-P11-250
24393,10006084,HAYS ACCOUNTANCY PERSONNEL,502000,Agency Staff,5107761062,2009.39,2013-01-16,676-2012-13-P11-250
24394,12000810,ALLEN LANE FINANCIAL RECRUITMENT,502000,Agency Staff,5107772416,1340.00,2013-01-16,286-2012-13-P11-250
24395,10019713,BLOSSOMS HEALTHCARE LLP,504400,Staff Medical Insurance & Treatment,5107769887,1140.00,2013-01-16,310-2012-13-P11-250
24396,10017470,COMPUTACENTER,536300,Computer Hardware,5107762919,350.70,2013-01-16,552-2012-13-P11-250
24397,10002550,CITY OF WESTMINSTER,544075,Grants to External Organisations,5107768147,1250839.13,2013-01-16,23-2012-13-P11-250
24398,10017470,COMPUTACENTER,536300,Computer Hardware,5107741480,342.00,2013-01-16,557-2012-13-P11-250
24399,15050001,HANS HAACKE,542500,Miscellaneous Costs,1900016722,1000.00,2013-01-16,353-2012-13-P11-250
24400,15050001,CEAL FLOYER,542500,Miscellaneous Costs,1900016784,1000.00,2013-01-16,356-2012-13-P11-250
24401,10022708,CHANGE THE CONVERSATION LTD,540700,Public Affairs & Media Relations,5107772414,-30650.00,2013-01-16,598-2012-13-P11-250
24402,10017269,PUREPRINT,533000,Printing,5107763062,290.00,2013-01-16,568-2012-13-P11-250
24403,10015669,JW CREATIVE DESIGN LIMITED,542355,Other Professional Fees,5107768118,2000.00,2013-01-16,234-2012-13-P11-250
24404,10022474,NATEISHA DECRUZ-YOUNG,542002,Consultancy-Project Management,5107769999,2102.00,2013-01-16,229-2012-13-P11-250
